Address,Rooms,Area,Towards,Floor,Decorate,subway,FiveYear,hasLift,TotalPrice,Price
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,45,南向,高层（共22层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,179万元,39777元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,45,南向,中层（共20层）,豪华装修,距离1号线滨和路748米,满五唯一,电梯房,185万元,41111元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室1厅1卫,45,南向,高层（共12层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,139万元,30888元/
玲珑府(公寓...-西兴-西兴路399号,4室2厅2卫,81,南北向,中层（共31层）,豪华装修,距离1号线滨康路490米,满五唯一,电梯房,380万元,46913元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,45,南向,中层（共12层）,精装修,0,满两年,电梯房,125万元,27777元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,45,南向,中层（共32层）,精装修,0,满两年,电梯房,112万元,24888元/
星光国际广场-其他-江南大道228号,1室1厅1卫,54,西向,低层（共22层）,精装修,距离1号线江陵路711米,满两年,电梯房,115万元,21296元/
环亚航银座-长河-天官路,2室1厅1卫,55,南北向,中层（共12层）,精装修,0,唯一住房,电梯房,88万元,16000元/
"寰宇天下C区-中兴-滨盛路,近江陵路",5室3厅5卫,356,南北向,中层（共22层）,简单装修,距离1号线江陵路814米,满五唯一,电梯房,1850万元,51966元/
长河商厦-长河-长江路428号,2室2厅2卫,50,南向,中层（共8层）,精装修,0,满二唯一,电梯房,92万元,18400元/
"中赢康康谷-中兴-春晓路,近滨兴路",1室1厅1卫,46,西南向,低层（共18层）,精装修,距离1号线滨和路566米,满两年,电梯房,134.6万元,29250元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅1卫,42,东南向,中层（共24层）,精装修,0,满五唯一,电梯房,159万元,37857元/
中天官河锦庭...-西兴-滨康路,3室2厅1卫,89,南北向,高层（共34层）,精装修,距离1号线西兴510米,满五唯一,电梯房,426万元,47865元/
兴耀鑫都汇-西兴-滨康路,2室1厅1卫,49,西向,高层（共20层）,精装修,距离1号线西兴514米,满五唯一,电梯房,115万元,23421元/
"中国铁建江南...-西兴-金城路,近风情大道",3室2厅2卫,87,南北向,中层（共30层）,毛坯,距离1号线滨康路962米,满五唯一,电梯房,370万元,42189元/
海威新界-中兴-物联网街330号,3室2厅2卫,46,南向,中层（共20层）,精装修,距离1号线江陵路856米,满五唯一,电梯房,185万元,40217元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室1厅1卫,50,东南向,高层（共24层）,毛坯,距离1号线江陵路849米,满五唯一,1,225万元,45000元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,45,南北向,高层（共18层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,148万元,32888元/
钱塘帝景(别...-彩虹城-信诚路817号,7室3厅7卫,296,南北向,低层（共6层）,豪华装修,0,0,电梯房,3300万元,111486元/
星耀城-中兴-江陵路2028号,3室2厅2卫,60,南向,中层（共25层）,精装修,距离1号线江陵路439米,满五唯一,电梯房,230万元,38333元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,42,南北向,中层（共20层）,简单装修,距离1号线滨和路748米,满五唯一,电梯房,148万元,35238元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,42,南北向,中层（共20层）,简单装修,距离1号线滨和路748米,满五唯一,电梯房,148万元,35238元/
东和时代-中兴-江晖路1930号,2室2厅1卫,42,东南向,中层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,160万元,38095元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,50,南向,高层（共20层）,精装修,距离1号线滨和路748米,唯一住房,电梯房,216万元,43200元/
潮人汇-彩虹城-江南大道3688号,1室1厅1卫,42,南向,高层（共12层）,精装修,距离4号线联庄1127米,满五唯一,电梯房,112万元,26666元/
潮人汇-彩虹城-江南大道3688号,1室1厅1卫,52,南向,中层（共16层）,精装修,距离4号线联庄1127米,满五唯一,电梯房,110万元,21153元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,49,东北向,中层（共39层）,精装修,距离1号线江陵路1089米,0,电梯房,160万元,32653元/
滨江宝龙城市...-彩虹城-滨盛路3867号,1室1厅1卫,41,南向,高层（共21层）,精装修,0,满二唯一,电梯房,114万元,27804元/
滨江宝龙城市...-彩虹城-滨盛路3867号,1室1厅1卫,38,南向,低层（共19层）,精装修,0,满五唯一,电梯房,98万元,25789元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共29层）,精装修,0,满五唯一,电梯房,160万元,38095元/
龙湖春江彼岸-西兴-扬帆路,3室2厅,138,南向,高层（共33层）,简单装修,0,满五唯一,电梯房,620万元,44691元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,45,南向,低层（共18层）,精装修,距离1号线滨和路566米,满两年,电梯房,145.6万元,32344元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共22层）,精装修,0,满五唯一,电梯房,148万元,35238元/
"江滨澜廷-中兴-闻涛路,近江陵路",1室2厅1卫,56,南北向,中层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,222万元,39153元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,45,南向,中层（共20层）,豪华装修,距离1号线滨和路748米,满五唯一,电梯房,185万元,41111元/
半岛国际-长河-滨盛路2271号,4室2厅2卫,158,南北向,中层（共29层）,豪华装修,0,满五唯一,电梯房,698万元,44177元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,45,南北向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,190万元,42222元/
龙湖春江彼岸-西兴-扬帆路,4室2厅3卫,198,南北向,中层（共32层）,精装修,0,满五唯一,电梯房,758万元,38282元/
龙湖春江彼岸-西兴-扬帆路,4室2厅3卫,198,南北向,低层（共32层）,毛坯,0,满五唯一,电梯房,750万元,37878元/
"江滨澜廷-中兴-闻涛路,近江陵路",1室2厅1卫,56,南北向,中层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,222万元,39153元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,51,南北向,高层（共14层）,豪华装修,0,满两年,电梯房,160万元,31372元/
世茂之西湖-彩虹城-江南大道,4室2厅2卫,89,南北向,高层（共28层）,精装修,距离4号线联庄482米,满五唯一,电梯房,500万元,56179元/
"金铂湾-中兴-闻涛路,近通和路",2室1厅1卫,50,南向,高层（共26层）,精装修,距离1号线江陵路841米,满五唯一,电梯房,180万元,36000元/
"中天官河锦庭...-西兴-滨康路,近阡陌路",2室2厅2卫,73,南北向,中层（共34层）,精装修,距离1号线西兴472米,满五唯一,电梯房,311万元,42602元/
中赢云际-中兴-江晖路1062号,3室2厅2卫,52,南向,中层（共29层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,255万元,49038元/
东和时代-中兴-江晖路1930号,1室1厅1卫,40,南北向,高层（共29层）,简单装修,距离1号线江陵路977米,满五唯一,电梯房,149万元,37250元/
环亚航银座-长河-天官路,1室1厅1卫,53,南向,共3层,精装修,0,满二唯一,0,100万元,18867元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅1卫,54,南向,高层（共19层）,精装修,0,满五唯一,电梯房,165万元,30555元/
星耀城-中兴-江陵路2028号,1室1厅1卫,50,南向,高层（共30层）,简单装修,距离1号线江陵路439米,满五唯一,电梯房,165万元,33000元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室2厅2卫,42,南向,中层（共22层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,132万元,31428元/
"中国铁建江南...-西兴-金城路,近风情大道",3室2厅2卫,88,南北向,高层（共34层）,毛坯,距离1号线滨康路962米,满五唯一,电梯房,360万元,40909元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,45,南向,中层（共20层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,128万元,28444元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室2厅2卫,42,南向,中层（共22层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,158万元,37619元/
东和时代-中兴-江晖路1930号,1室1厅1卫,69,南北向,高层（共28层）,简单装修,距离1号线江陵路977米,满五唯一,电梯房,145万元,21014元/
星耀城-中兴-江陵路2028号,1室1厅2卫,42,南向,中层（共22层）,精装修,距离1号线江陵路439米,唯一住房,电梯房,180万元,42857元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室2厅1卫,70,东北向,高层（共23层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,300万元,42857元/
东和时代-中兴-江晖路1930号,1室,43,南北向,中层（共30层）,简单装修,距离1号线江陵路977米,满五唯一,电梯房,155万元,36046元/
东和时代-中兴-江晖路1930号,1室1厅1卫,42,南北向,高层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,155万元,36904元/
"杭州印-中兴-闻涛路,近江晖路",2室2厅2卫,48,南向,中层（共20层）,精装修,距离1号线江陵路1089米,满五唯一,电梯房,175万元,36458元/
"湖漫雅筑-长河-天官路,近光裕路",3室2厅2卫,106,南向,高层（共11层）,精装修,0,满五唯一,电梯房,310万元,29245元/
东和时代-中兴-江晖路1930号,1室1厅1卫,40,南北向,高层（共29层）,简单装修,距离1号线江陵路977米,满五唯一,电梯房,149万元,37250元/
兴耀鑫都汇-西兴-滨康路,2室2厅2卫,47,南北向,中层（共20层）,精装修,距离1号线西兴514米,满二唯一,1,126万元,26808元/
长河商厦-长河-长江路428号,2室2厅1卫,51,南向,中层（共8层）,精装修,0,满五唯一,0,90万元,17647元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,45,南向,低层（共40层）,精装修,距离1号线江陵路1089米,满五唯一,电梯房,110万元,24444元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,50,南向,低层（共20层）,豪华装修,距离1号线滨和路748米,满五唯一,电梯房,240万元,48000元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共22层）,精装修,0,满五唯一,电梯房,159万元,37857元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,58,南向,中层（共24层）,豪华装修,距离1号线滨和路748米,满五唯一,电梯房,208万元,35862元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,58,南向,低层（共44层）,精装修,距离1号线江陵路1089米,满五唯一,电梯房,185.6万元,32000元/
星耀城-中兴-江陵路2028号,1室1厅1卫,50,南向,高层（共30层）,简单装修,距离1号线江陵路439米,满五唯一,电梯房,165万元,33000元/
东和云第-浦沿-明德路350号,3室2厅1卫,89,南北向,中层（共32层）,简单装修,距离4号线浦沿819米,满五唯一,电梯房,330万元,37078元/
东和云第-浦沿-明德路350号,3室2厅2卫,122,东向,中层（共29层）,精装修,距离4号线浦沿819米,满五唯一,电梯房,400万元,32786元/
"杭州印-中兴-闻涛路,近江晖路",2室2厅2卫,53,南北向,高层（共24层）,精装修,距离1号线江陵路1089米,满二唯一,电梯房,175万元,33018元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,高层（共29层）,精装修,0,满五唯一,电梯房,145万元,34523元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅1卫,47,南北向,高层（共26层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,185万元,39361元/
钱塘玫瑰湾-浦沿-滨文路,5室2厅2卫,129,南北向,低层（共31层）,毛坯,距离4号线杨家墩685米,满五唯一,电梯房,498万元,38604元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,45,西向,中层（共39层）,精装修,距离1号线江陵路1089米,唯一住房,电梯房,120万元,26666元/
钱塘玫瑰湾-浦沿-滨文路,4室2厅2卫,129,南向,低层（共18层）,毛坯,距离4号线杨家墩685米,满五唯一,电梯房,430万元,33333元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,42,南向,中层（共29层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,168万元,40000元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,50,东向,中层（共39层）,精装修,距离1号线江陵路1089米,满五年,电梯房,175万元,35000元/
中赢云际-中兴-江晖路1062号,2室2厅1卫,58,南向,中层（共18层）,豪华装修,距离1号线滨和路748米,满五唯一,电梯房,220万元,37931元/
东和时代-中兴-江晖路1930号,2室2厅1卫,42,东南向,低层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,155万元,36904元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,42,南向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,198万元,47142元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,49,南向,中层（共12层）,精装修,0,满两年,电梯房,115万元,23469元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,35,南向,中层（共29层）,精装修,距离1号线滨和路566米,0,电梯房,118万元,33714元/
现代印象广场-长河-江南大道3399号,2室1厅1卫,40,南向,中层（共12层）,精装修,0,满五唯一,电梯房,90万元,22500元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共22层）,精装修,0,满五唯一,电梯房,118万元,28095元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室2厅1卫,58,东南向,高层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,190万元,32758元/
高润云杉郡-彩虹城-火炬大道,1室2厅2卫,45,南向,低层（共24层）,精装修,0,满五唯一,电梯房,120万元,26666元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室2厅2卫,42,东向,中层（共29层）,豪华装修,距离1号线江陵路849米,满五唯一,电梯房,172万元,40952元/
长河商厦-长河-长江路428号,2室2厅1卫,51,南向,中层（共8层）,精装修,0,满五唯一,0,90万元,17647元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,46,南向,高层（共20层）,豪华装修,距离1号线滨和路748米,满五唯一,电梯房,168万元,36521元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,46,南向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,168万元,36521元/
中南白马湖壹...-长河-时代大道,3室2厅2卫,121,南北向,中层（共18层）,毛坯,0,满五唯一,电梯房,385万元,31818元/
中南白马湖壹...-长河-时代大道,3室2厅2卫,89,南北向,中层（共21层）,毛坯,0,满五唯一,电梯房,278万元,31235元/
中南白马湖壹...-长河-时代大道,3室2厅2卫,89,南北向,中层（共17层）,毛坯,0,唯一住房,电梯房,300万元,33707元/
中南白马湖壹...-长河-时代大道,3室2厅2卫,121,南北向,低层（共18层）,毛坯,0,满五唯一,电梯房,370万元,30578元/
中南白马湖壹...-长河-时代大道,4室2厅2卫,89,南北向,中层（共33层）,毛坯,0,满五唯一,电梯房,280万元,31460元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,46,南向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,168万元,36521元/
东和时代-中兴-江晖路1930号,2室2厅1卫,42,东南向,中层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,166万元,39523元/
东和时代-中兴-江晖路1930号,2室2厅2卫,42,南北向,低层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,160万元,38095元/
东和时代-中兴-江晖路1930号,2室2厅1卫,42,东南向,中层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,150万元,35714元/
星耀城-中兴-江陵路2028号,2室2厅1卫,45,南向,中层（共26层）,精装修,距离1号线江陵路439米,满五唯一,电梯房,168万元,37333元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共29层）,精装修,0,满五唯一,电梯房,130万元,30952元/
滨江宝龙城市...-彩虹城-滨盛路3867号,2室1厅1卫,75,南北向,高层（共25层）,精装修,0,满五唯一,电梯房,202万元,26933元/
中兴和园(公...-长河-火炬南路1612号,3室2厅1卫,85,南向,中层（共11层）,精装修,0,满五唯一,电梯房,251万元,29196元/
"江滨澜廷-中兴-闻涛路,近江陵路",2室2厅2卫,42,南向,低层（共29层）,豪华装修,距离1号线江陵路849米,满五唯一,电梯房,150万元,35714元/
兴耀鑫都汇-西兴-滨康路,1室1厅2卫,39,东向,高层（共21层）,简单装修,距离1号线西兴514米,满五唯一,电梯房,120万元,30769元/
兴耀鑫都汇-西兴-滨康路,2室1厅1卫,49,西向,高层（共20层）,精装修,距离1号线西兴514米,唯一住房,电梯房,136万元,27676元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共29层）,精装修,0,满五唯一,电梯房,130万元,30952元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,45,南向,中层（共17层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,156万元,33986元/
"世茂智慧之门-中兴-江南大道,近风情大道",2室2厅2卫,51,南向,高层（共23层）,精装修,距离1号线江陵路1416米,满五唯一,电梯房,150万元,29411元/
长兴苑小区-长河-绿香街358号,2室2厅1卫,72,南向,低层（共6层）,精装修,0,满五唯一,电梯房,201万元,27916元/
"钱塘大观-浦沿-闻涛路,近新和路",2室1厅1卫,32,南北向,高层（共15层）,简单装修,0,满五唯一,电梯房,80万元,25000元/
"江滨澜廷-中兴-闻涛路,近江陵路",1室1厅1卫,47,南向,低层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,148万元,31489元/
东和时代-中兴-江晖路1930号,2室2厅1卫,42,东南向,中层（共29层）,精装修,距离1号线江陵路977米,满五唯一,电梯房,160万元,38095元/
星耀城-中兴-江陵路2028号,1室1厅1卫,35,东向,中层（共25层）,精装修,距离1号线江陵路439米,满二唯一,0,120万元,34285元/
兴耀鑫都汇-西兴-滨康路,3室1厅1卫,49,东向,中层（共20层）,精装修,距离1号线西兴514米,唯一住房,电梯房,175万元,35714元/
中南白马湖壹...-长河-时代大道,3室2厅1卫,89,南向,中层（共12层）,精装修,0,满二唯一,电梯房,251万元,28139元/
长兴苑小区-长河-绿香街358号,2室2厅1卫,81,南向,中层（共9层）,精装修,0,满五唯一,电梯房,252万元,31111元/
兴耀鑫都汇-西兴-滨康路,1室1厅1卫,49,东向,中层（共20层）,毛坯,距离1号线西兴514米,满二唯一,电梯房,145万元,29591元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,满五唯一,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
中兴和园(公...-长河-火炬南路1612号,3室2厅1卫,85,南向,中层（共13层）,精装修,0,满五唯一,电梯房,301万元,35229元/
滨江宝龙城市...-彩虹城-滨盛路3867号,2室1厅1卫,62,南北向,高层（共24层）,精装修,0,满五唯一,电梯房,151万元,24350元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共29层）,精装修,0,满五唯一,电梯房,130万元,30952元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅1卫,42,东南向,中层（共29层）,精装修,0,唯一住房,电梯房,169万元,40238元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
汉峰峰公馆-中兴-滨盛路1826号,2室2厅1卫,49,南向,高层（共12层）,精装修,距离1号线江陵路1161米,满二唯一,0,107万元,21836元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,满五唯一,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,低层（共18层）,豪华装修,0,唯一住房,电梯房,188万元,44339元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共29层）,精装修,0,满五唯一,电梯房,130万元,30952元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,中层（共29层）,精装修,0,满五唯一,电梯房,178万元,42380元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东南向,中层（共18层）,豪华装修,0,唯一住房,电梯房,138万元,32857元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,52,南向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,220万元,42307元/
东和云第-浦沿-明德路350号,3室2厅1卫,86,南北向,中层（共32层）,豪华装修,距离4号线浦沿819米,满五唯一,电梯房,314万元,36175元/
"钱塘大观-浦沿-闻涛路,近新和路",2室1厅1卫,32,南北向,高层（共15层）,简单装修,0,满五唯一,电梯房,80万元,25000元/
钱江公寓-其他-七堡直街12号,1室1厅1卫,45,南向,低层（共32层）,精装修,0,满两年,电梯房,123.5万元,27444元/
观邸国际-其他-新和路167号,4室2厅2卫,238,南北向,中层（共22层）,毛坯,距离4号线中医药大学1358米,满五唯一,电梯房,650万元,27310元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,46,南北向,中层（共18层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,131万元,28478元/
"江滨澜廷-中兴-闻涛路,近江陵路",1室2厅1卫,55,南北向,高层（共24层）,精装修,距离1号线江陵路849米,满五唯一,电梯房,180万元,32727元/
中南白马湖壹...-长河-时代大道,4室2厅2卫,121,南北向,低层（共18层）,毛坯,0,满五唯一,电梯房,336万元,27768元/
寰宇天下D区-中兴-阡陌路822号,2室2厅1卫,89,南向,中层（共33层）,毛坯,距离1号线江陵路871米,满五唯一,电梯房,430万元,47937元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室2厅2卫,48,北向,中层（共22层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,170万元,35416元/
湘云雅苑-西兴-西兴路1190号,2室1厅1卫,54,南北向,共5层,精装修,距离1号线滨和路1287米,满五唯一,0,158万元,29259元/
星耀城-中兴-江陵路2028号,2室1厅1卫,42,南北向,中层（共15层）,精装修,距离1号线江陵路439米,0,电梯房,190万元,45238元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,42,南向,中层（共19层）,精装修,距离1号线滨和路748米,0,电梯房,188万元,44761元/
"万科璞悦湾-浦沿-滨文路,近西浦路",3室2厅1卫,89,南北向,中层（共24层）,精装修,距离4号线中医药大学1068米,满五唯一,电梯房,360万元,40449元/
"世茂智慧之门-中兴-江南大道,近风情大道",2室1厅1卫,46,南向,中层（共45层）,精装修,距离1号线江陵路1416米,满五唯一,电梯房,150万元,32608元/
星光国际广场-其他-江南大道228号,1室1厅1卫,53,南北向,中层（共27层）,精装修,距离1号线江陵路711米,满五唯一,电梯房,120万元,22641元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,45,南向,中层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,155万元,34444元/
江南星座-中兴-春晓路529号,2室2厅1卫,52,南向,高层（共32层）,精装修,距离1号线江陵路729米,满五唯一,电梯房,85万元,16346元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室,51,南北向,中层（共18层）,简单装修,距离1号线滨和路566米,满五唯一,电梯房,260万元,50980元/
长河商厦-长河-长江路428号,2室1厅1卫,40,南向,高层（共15层）,精装修,0,满五唯一,电梯房,54.4万元,13600元/
中赢云际-中兴-江晖路1062号,3室1厅1卫,57,南北向,中层（共18层）,简单装修,距离1号线滨和路748米,满五唯一,电梯房,290万元,50877元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,高层（共29层）,精装修,0,满五唯一,电梯房,145万元,34523元/
江南星座-中兴-春晓路529号,3室2厅2卫,98,南北向,中层（共33层）,毛坯,距离1号线江陵路729米,满五唯一,电梯房,135万元,13775元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室1厅1卫,55,南向,中层（共22层）,精装修,0,满五唯一,电梯房,145万元,26363元/
星耀城-中兴-江陵路2028号,2室2厅2卫,42,南向,低层（共29层）,精装修,距离1号线江陵路439米,满五唯一,电梯房,150万元,35714元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,48,西向,低层（共39层）,精装修,距离1号线江陵路1089米,满五唯一,电梯房,158万元,32916元/
世茂之西湖茂...-彩虹城-江南大道,1室1厅1卫,35,西北向,高层（共33层）,精装修,距离4号线联庄486米,唯一住房,电梯房,98万元,28000元/
龙禧BOSS...-彩虹城-南环路4281号,1室1厅1卫,65,南向,中层（共19层）,精装修,距离4号线中医药大学551米,满五唯一,电梯房,120万元,18461元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,南向,高层（共22层）,精装修,0,0,电梯房,160.5万元,38214元/
"恒鼎博邑郡-长河-滨康路,近时代大道",2室2厅2卫,42,东向,中层（共29层）,豪华装修,0,0,电梯房,172万元,40952元/
星耀城-中兴-江陵路2028号,2室2厅2卫,42,南向,中层（共22层）,精装修,距离1号线江陵路439米,0,电梯房,175万元,41666元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,46,南向,高层（共20层）,豪华装修,距离1号线滨和路748米,0,电梯房,168万元,36521元/
"金铂湾-中兴-闻涛路,近通和路",1室1厅1卫,57,南向,高层（共26层）,精装修,距离1号线江陵路841米,满五唯一,电梯房,175万元,30701元/
"寰宇天下C区-中兴-滨盛路,近江陵路",3室1厅1卫,89,南向,高层（共33层）,精装修,距离1号线江陵路814米,满五唯一,电梯房,485万元,54311元/
星耀城-中兴-江陵路2028号,1室1厅1卫,50,东向,共1层,豪华装修,距离1号线江陵路439米,满五唯一,电梯房,200万元,40000元/
星光国际广场-其他-江南大道228号,1室1厅1卫,53,南北向,中层（共27层）,精装修,距离1号线江陵路711米,满五唯一,电梯房,120万元,22641元/
"杭州印-中兴-闻涛路,近江晖路",1室1厅1卫,53,南向,低层（共44层）,精装修,距离1号线江陵路1089米,满五唯一,电梯房,175万元,33018元/
兴耀鑫都汇-西兴-滨康路,2室2厅1卫,46,东向,中层（共20层）,精装修,距离1号线西兴514米,满五唯一,电梯房,120万元,26086元/
"中赢康康谷-中兴-春晓路,近滨兴路",2室1厅1卫,49,东南向,高层（共24层）,精装修,距离1号线滨和路566米,满五唯一,电梯房,160万元,32653元/
世茂之西湖茂...-彩虹城-江南大道,1室1厅1卫,35,西北向,高层（共33层）,精装修,距离4号线联庄486米,满五唯一,电梯房,120万元,34285元/
"恒鼎博邑郡-长河-滨康路,近时代大道",1室2厅2卫,41,东向,低层（共19层）,精装修,0,满五唯一,电梯房,128万元,31219元/
兴耀鑫都汇-西兴-滨康路,2室2厅1卫,41,南北向,中层（共20层）,简单装修,距离1号线西兴514米,满五唯一,电梯房,148万元,35922元/
"佳兆业玖珑山-其他-八角路,近镇南路",5室2厅2卫,168,南向,低层（共11层）,精装修,0,满五唯一,电梯房,560万元,33234元/
兴耀鑫都汇-西兴-滨康路,2室2厅1卫,42,南北向,中层（共20层）,精装修,距离1号线西兴514米,满五唯一,电梯房,125万元,29761元/
"佳兆业玖珑山-其他-八角路,近镇南路",4室2厅2卫,127,南向,低层（共11层）,毛坯,0,满五唯一,电梯房,320万元,25196元/
中赢云际-中兴-江晖路1062号,2室2厅2卫,50,南向,高层（共20层）,精装修,距离1号线滨和路748米,满五唯一,电梯房,200万元,40000元/
